,well
1946-09-01,0.0
1946-10-01,0.0
1946-11-01,0.0
1946-12-01,0.0
1947-01-01,0.0
1947-02-01,0.0
1947-03-01,0.0
1947-04-01,0.0
1947-05-01,0.0
1947-06-01,0.0
1947-07-01,0.0
1947-08-01,0.0
1947-09-01,0.0
1947-10-01,0.0
1947-11-01,0.0
1947-12-01,0.0
1948-01-01,0.0
1948-02-01,0.0
1948-03-01,0.0
1948-04-01,0.0
1948-05-01,0.0
1948-06-01,0.0
1948-07-01,0.0
1948-08-01,0.0
1948-09-01,0.0
1948-10-01,0.0
1948-11-01,0.0
1948-12-01,0.0
1949-01-01,0.0
1949-02-01,0.0
1949-03-01,0.0
1949-04-01,0.0
1949-05-01,0.0
1949-06-01,0.0
1949-07-01,0.0
1949-08-01,0.0
1949-09-01,0.0
1949-10-01,0.0
1949-11-01,0.0
1949-12-01,0.0
1950-01-01,0.0
1950-02-01,0.0
1950-03-01,0.0
1950-04-01,0.0
1950-05-01,0.0
1950-06-01,0.0
1950-07-01,0.0
1950-08-01,0.0
1950-09-01,0.0
1950-10-01,0.0
1950-11-01,0.0
1950-12-01,0.0
1951-01-01,0.0
1951-02-01,0.0
1951-03-01,0.0
1951-04-01,0.0
1951-05-01,0.0
1951-06-01,0.0
1951-07-01,0.0
1951-08-01,0.0
1951-09-01,0.0
1951-10-01,0.0
1951-11-01,0.0
1951-12-01,0.0
1952-01-01,0.0
1952-02-01,0.0
1952-03-01,0.0
1952-04-01,0.0
1952-05-01,0.0
1952-06-01,0.0
1952-07-01,0.0
1952-08-01,0.0
1952-09-01,0.0
1952-10-01,0.0
1952-11-01,0.0
1952-12-01,0.0
1953-01-01,0.0
1953-02-01,0.0
1953-03-01,0.0
1953-04-01,0.0
1953-05-01,0.0
1953-06-01,0.0
1953-07-01,0.0
1953-08-01,0.0
1953-09-01,0.0
1953-10-01,0.0
1953-11-01,0.0
1953-12-01,0.0
1954-01-01,0.0
1954-02-01,0.0
1954-03-01,0.0
1954-04-01,0.0
1954-05-01,0.0
1954-06-01,0.0
1954-07-01,0.0
1954-08-01,0.0
1954-09-01,0.0
1954-10-01,0.0
1954-11-01,0.0
1954-12-01,0.0
1955-01-01,0.0
1955-02-01,0.0
1955-03-01,0.0
1955-04-01,0.0
1955-05-01,0.0
1955-06-01,0.0
1955-07-01,0.0
1955-08-01,0.0
1955-09-01,0.0
1955-10-01,0.0
1955-11-01,0.0
1955-12-01,0.0
1956-01-01,0.0
1956-02-01,0.0
1956-03-01,0.0
1956-04-01,0.0
1956-05-01,0.0
1956-06-01,0.0
1956-07-01,0.0
1956-08-01,0.0
1956-09-01,0.0
1956-10-01,0.0
1956-11-01,0.0
1956-12-01,0.0
1957-01-01,0.0
1957-02-01,0.0
1957-03-01,0.0
1957-04-01,0.0
1957-05-01,0.0
1957-06-01,0.0
1957-07-01,0.0
1957-08-01,0.0
1957-09-01,0.0
1957-10-01,0.0
1957-11-01,0.0
1957-12-01,0.0
1958-01-01,0.0
1958-02-01,0.0
1958-03-01,0.0
1958-04-01,0.0
1958-05-01,0.0
1958-06-01,0.0
1958-07-01,0.0
1958-08-01,0.0
1958-09-01,0.0
1958-10-01,0.0
1958-11-01,0.0
1958-12-01,0.0
1959-01-01,0.0
1959-02-01,0.0
1959-03-01,0.0
1959-04-01,0.0
1959-05-01,0.0
1959-06-01,0.0
1959-07-01,0.0
1959-08-01,0.0
1959-09-01,0.0
1959-10-01,0.0
1959-11-01,0.0
1959-12-01,0.0
1960-01-01,0.0
1960-02-01,0.0
1960-03-01,0.0
1960-04-01,0.0
1960-05-01,0.0
1960-06-01,0.0
1960-07-01,0.0
1960-08-01,0.0
1960-09-01,0.0
1960-10-01,0.0
1960-11-01,0.0
1960-12-01,0.0
1961-01-01,0.0
1961-02-01,0.0
1961-03-01,0.0
1961-04-01,0.0
1961-05-01,0.0
1961-06-01,0.0
1961-07-01,0.0
1961-08-01,0.0
1961-09-01,0.0
1961-10-01,0.0
1961-11-01,0.0
1961-12-01,0.0
1962-01-01,0.0
1962-02-01,0.0
1962-03-01,0.0
1962-04-01,0.0
1962-05-01,0.0
1962-06-01,0.0
1962-07-01,0.0
1962-08-01,0.0
1962-09-01,0.0
1962-10-01,0.0
1962-11-01,0.0
1962-12-01,0.0
1963-01-01,0.0
1963-02-01,0.0
1963-03-01,0.0
1963-04-01,0.0
1963-05-01,0.0
1963-06-01,0.0
1963-07-01,0.0
1963-08-01,0.0
1963-09-01,0.0
1963-10-01,0.0
1963-11-01,0.0026580645161290322
1963-12-01,0.00401
1964-01-01,0.0039180645161290325
1964-02-01,0.0037674193548387098
1964-03-01,0.004445172413793103
1964-04-01,0.00252
1964-05-01,0.0034653333333333333
1964-06-01,0.004081774193548387
1964-07-01,0.005595
1964-08-01,0.005624516129032258
1964-09-01,0.006201612903225807
1964-10-01,0.005571
1964-11-01,0.00414483870967742
1964-12-01,0.003724
1965-01-01,0.004752580645161291
1965-02-01,0.002285483870967742
1965-03-01,0.004835714285714285
1965-04-01,0.0
1965-05-01,0.0
1965-06-01,0.005688064516129032
1965-07-01,0.006149333333333333
1965-08-01,0.006657096774193548
1965-09-01,0.006615483870967742
1965-10-01,0.006636333333333333
1965-11-01,0.00668258064516129
1965-12-01,0.006184666666666667
1966-01-01,0.0047451612903225806
1966-02-01,0.0033183870967741936
1966-03-01,0.007100714285714286
1966-04-01,0.006887096774193548
1966-05-01,0.006805
1966-06-01,0.007308709677419355
1966-07-01,0.00739
1966-08-01,0.007136774193548388
1966-09-01,0.0067970967741935485
1966-10-01,0.006845333333333333
1966-11-01,0.006847096774193548
1966-12-01,0.006874333333333333
1967-01-01,0.006896774193548387
1967-02-01,0.006794516129032258
1967-03-01,0.007385357142857143
1967-04-01,0.007066774193548387
1967-05-01,0.00745
1967-06-01,0.007330645161290323
1967-07-01,0.008417
1967-08-01,0.011945806451612903
1967-09-01,0.012071935483870968
1967-10-01,0.010665333333333334
1967-11-01,0.01040225806451613
1967-12-01,0.012607333333333333
1968-01-01,0.013020645161290322
1968-02-01,0.014183870967741936
1968-03-01,0.01653603448275862
1968-04-01,0.01674741935483871
1968-05-01,0.0187642
1968-06-01,0.019677967741935486
1968-07-01,0.018927
1968-08-01,0.019051612903225806
1968-09-01,0.019321290322580644
1968-10-01,0.017544666666666667
1968-11-01,0.015133870967741936
1968-12-01,0.015120666666666666
1969-01-01,0.014813548387096774
1969-02-01,0.01563258064516129
1969-03-01,0.01494392857142857
1969-04-01,0.014260322580645161
1969-05-01,0.014660666666666666
1969-06-01,0.015114193548387096
1969-07-01,0.015837666666666667
1969-08-01,0.01727774193548387
1969-09-01,0.01758064516129032
1969-10-01,0.016418666666666668
1969-11-01,0.015933548387096774
1969-12-01,0.014929666666666666
1970-01-01,0.014279032258064516
1970-02-01,0.015922903225806452
1970-03-01,0.016533214285714287
1970-04-01,0.016598387096774192
1970-05-01,0.017654
1970-06-01,0.018119677419354836
1970-07-01,0.022571666666666667
1970-08-01,0.019323548387096774
1970-09-01,0.019591290322580644
1970-10-01,0.01936133333333333
1970-11-01,0.01770516129032258
1970-12-01,0.016570333333333333
1971-01-01,0.016245161290322583
1971-02-01,0.017466451612903226
1971-03-01,0.017145357142857143
1971-04-01,0.018078709677419355
1971-05-01,0.018651666666666667
1971-06-01,0.01988483870967742
1971-07-01,0.019831666666666668
1971-08-01,0.022452258064516128
1971-09-01,0.021575806451612903
1971-10-01,0.02143866666666667
1971-11-01,0.019896129032258063
1971-12-01,0.019315333333333334
1972-01-01,0.019391935483870967
1972-02-01,0.0206941935483871
1972-03-01,0.020258965517241382
1972-04-01,0.021158387096774194
1972-05-01,0.02243133333333333
1972-06-01,0.02089
1972-07-01,0.013866666666666666
1972-08-01,0.016029677419354838
1972-09-01,0.020483870967741936
1972-10-01,0.021361
1972-11-01,0.018901290322580644
1972-12-01,0.021566
1973-01-01,0.02037483870967742
1973-02-01,0.020553225806451615
1973-03-01,0.019481071428571427
1973-04-01,0.021956774193548387
1973-05-01,0.021576333333333333
1973-06-01,0.021043225806451613
1973-07-01,0.022520666666666668
1973-08-01,0.021393548387096773
1973-09-01,0.023142258064516127
1973-10-01,0.02328833333333333
1973-11-01,0.02274709677419355
1973-12-01,0.02023866666666667
1974-01-01,0.020117741935483872
1974-02-01,0.02154
1974-03-01,0.01898607142857143
1974-04-01,0.020213225806451615
1974-05-01,0.022213
1974-06-01,0.022704516129032258
1974-07-01,0.022255666666666667
1974-08-01,0.027329677419354836
1974-09-01,0.026601612903225807
1974-10-01,0.022332
1974-11-01,0.021931612903225806
1974-12-01,0.020334333333333333
1975-01-01,0.020373548387096773
1975-02-01,0.020637419354838708
1975-03-01,0.0182325
1975-04-01,0.018728387096774192
1975-05-01,0.019352666666666667
1975-06-01,0.02272935483870968
1975-07-01,0.019547666666666668
1975-08-01,0.017084193548387097
1975-09-01,0.02083741935483871
1975-10-01,0.017316666666666668
1975-11-01,0.014163548387096775
1975-12-01,0.014376666666666666
1976-01-01,0.013823225806451614
1976-02-01,0.020035483870967742
1976-03-01,0.020917931034482758
1976-04-01,0.02152709677419355
1976-05-01,0.020371
1976-06-01,0.021014516129032258
1976-07-01,0.025836
1976-08-01,0.031459677419354834
1976-09-01,0.03349548387096774
1976-10-01,0.028237333333333333
1976-11-01,0.026589354838709677
1976-12-01,0.025614
1977-01-01,0.02382516129032258
1977-02-01,0.031243225806451613
1977-03-01,0.02718285714285714
1977-04-01,0.025309354838709677
1977-05-01,0.026095666666666666
1977-06-01,0.024799032258064516
1977-07-01,0.02149533333333333
1977-08-01,0.022700645161290323
1977-09-01,0.02183
1977-10-01,0.018579666666666668
1977-11-01,0.019288064516129032
1977-12-01,0.016356666666666665
1978-01-01,0.015121290322580645
1978-02-01,0.0167141935483871
1978-03-01,0.01571
1978-04-01,0.01640483870967742
1978-05-01,0.018359
1978-06-01,0.01807645161290323
1978-07-01,0.02259133333333333
1978-08-01,0.020505483870967744
1978-09-01,0.022802258064516127
1978-10-01,0.020597666666666667
1978-11-01,0.019988064516129035
1978-12-01,0.019002666666666668
1979-01-01,0.016400645161290323
1979-02-01,0.019433225806451612
1979-03-01,0.018223214285714287
1979-04-01,0.016033225806451612
1979-05-01,0.01734966666666667
1979-06-01,0.017662580645161293
1979-07-01,0.019038
1979-08-01,0.021929677419354837
1979-09-01,0.02079645161290323
1979-10-01,0.01915333333333333
1979-11-01,0.01845516129032258
1979-12-01,0.01839333333333333
1980-01-01,0.016643225806451615
1980-02-01,0.015363548387096774
1980-03-01,0.014984827586206896
1980-04-01,0.014428064516129033
1980-05-01,0.016156666666666666
1980-06-01,0.021273225806451614
1980-07-01,0.0193
1980-08-01,0.019416774193548387
1980-09-01,0.021240967741935485
1980-10-01,0.01886233333333333
1980-11-01,0.01644967741935484
1980-12-01,0.017176
1981-01-01,0.015084838709677419
1981-02-01,0.014317741935483871
1981-03-01,0.01689285714285714
1981-04-01,0.019230967741935483
1981-05-01,0.01762366666666667
1981-06-01,0.022247419354838708
1981-07-01,0.025696
1981-08-01,0.023024193548387098
1981-09-01,0.028170645161290322
1981-10-01,0.02592466666666667
1981-11-01,0.02325741935483871
1981-12-01,0.022839333333333333
1982-01-01,0.02255483870967742
1982-02-01,0.023490645161290322
1982-03-01,0.021568928571428572
1982-04-01,0.021960967741935483
1982-05-01,0.025094333333333333
1982-06-01,0.02696516129032258
1982-07-01,0.02828433333333333
1982-08-01,0.029690322580645162
1982-09-01,0.03133451612903226
1982-10-01,0.03046566666666667
1982-11-01,0.025883870967741935
1982-12-01,0.02465233333333333
1983-01-01,0.02089483870967742
1983-02-01,0.02138064516129032
1983-03-01,0.021836071428571427
1983-04-01,0.022386451612903226
1983-05-01,0.024899
1983-06-01,0.02394064516129032
1983-07-01,0.027088333333333332
1983-08-01,0.030088064516129033
1983-09-01,0.03091774193548387
1983-10-01,0.027570666666666667
1983-11-01,0.026408387096774195
1983-12-01,0.02798933333333333
1984-01-01,0.026249677419354838
1984-02-01,0.017083548387096772
1984-03-01,0.01894896551724138
1984-04-01,0.024880322580645164
1984-05-01,0.025035666666666668
1984-06-01,0.024531290322580643
1984-07-01,0.025666
1984-08-01,0.02724032258064516
1984-09-01,0.028631935483870965
1984-10-01,0.024891
1984-11-01,0.02532225806451613
1984-12-01,0.024525666666666668
1985-01-01,0.021986129032258064
1985-02-01,0.026700645161290323
1985-03-01,0.024029285714285715
1985-04-01,0.024136129032258063
1985-05-01,0.023785666666666667
1985-06-01,0.023406129032258065
1985-07-01,0.024702
1985-08-01,0.026870645161290323
1985-09-01,0.024691935483870966
1985-10-01,0.024417
1985-11-01,0.024647419354838707
1985-12-01,0.0246
1986-01-01,0.024360322580645164
1986-02-01,0.021183225806451614
1986-03-01,0.022686785714285715
1986-04-01,0.025633225806451613
1986-05-01,0.02837066666666667
1986-06-01,0.030722258064516127
1986-07-01,0.03301333333333334
1986-08-01,0.03141387096774194
1986-09-01,0.034942903225806454
1986-10-01,0.03501566666666667
1986-11-01,0.03333129032258064
1986-12-01,0.02662566666666667
1987-01-01,0.02678516129032258
1987-02-01,0.03345516129032258
1987-03-01,0.030399285714285715
1987-04-01,0.026308387096774192
1987-05-01,0.03158166666666667
1987-06-01,0.02931064516129032
1987-07-01,0.02666066666666667
1987-08-01,0.026099677419354837
1987-09-01,0.025577419354838708
1987-10-01,0.02324366666666667
1987-11-01,0.023761290322580644
1987-12-01,0.02150566666666667
1988-01-01,0.01902064516129032
1988-02-01,0.018124838709677422
1988-03-01,0.01774758620689655
1988-04-01,0.020383225806451615
1988-05-01,0.023174666666666666
1988-06-01,0.021865483870967744
1988-07-01,0.027445
1988-08-01,0.032432580645161295
1988-09-01,0.03701322580645161
1988-10-01,0.029408666666666666
1988-11-01,0.02728451612903226
1988-12-01,0.025680333333333333
1989-01-01,0.023979677419354837
1989-02-01,0.024106774193548387
1989-03-01,0.025516785714285714
1989-04-01,0.022875806451612902
1989-05-01,0.023601333333333332
1989-06-01,0.031006774193548386
1989-07-01,0.027622333333333332
1989-08-01,0.029015483870967744
1989-09-01,0.02561
1989-10-01,0.02340666666666667
1989-11-01,0.024625483870967742
1989-12-01,0.02262966666666667
1990-01-01,0.026451612903225806
1990-02-01,0.02802064516129032
1990-03-01,0.025908214285714288
1990-04-01,0.025319354838709677
1990-05-01,0.02744733333333333
1990-06-01,0.02690841935483871
1990-07-01,0.0299362
1990-08-01,0.03672258064516129
1990-09-01,0.03745977419354839
1990-10-01,0.02788703333333333
1990-11-01,0.027265
1990-12-01,0.0266709
1991-01-01,0.027721741935483872
1991-02-01,0.028864129032258063
1991-03-01,0.032580785714285715
1991-04-01,0.027195387096774194
1991-05-01,0.024292333333333332
1991-06-01,0.02491548387096774
1991-07-01,0.022418833333333332
1991-08-01,0.025325870967741936
1991-09-01,0.029888645161290323
1991-10-01,0.0295253
1991-11-01,0.028806387096774192
1991-12-01,0.026215966666666667
1992-01-01,0.024295064516129034
1992-02-01,0.02397045161290323
1992-03-01,0.025352310344827586
1992-04-01,0.024733548387096772
1992-05-01,0.0274073
1992-06-01,0.027208677419354836
1992-07-01,0.030681366666666664
1992-08-01,0.03133396774193548
1992-09-01,0.026347612903225806
1992-10-01,0.025791633333333334
1992-11-01,0.025966741935483872
1992-12-01,0.025895766666666667
1993-01-01,0.02472190322580645
1993-02-01,0.024696387096774193
1993-03-01,0.024425071428571428
1993-04-01,0.024018935483870966
1993-05-01,0.024510366666666665
1993-06-01,0.025544709677419355
1993-07-01,0.028184766666666666
1993-08-01,0.02260809677419355
1993-09-01,0.018519290322580644
1993-10-01,0.0175802
1993-11-01,0.021107225806451614
1993-12-01,0.016261566666666668
1994-01-01,0.016102516129032258
1994-02-01,0.01674058064516129
1994-03-01,0.017134285714285713
1994-04-01,0.017354
1994-05-01,0.01973916666666667
1994-06-01,0.021385225806451615
1994-07-01,0.0237395
1994-08-01,0.02884183870967742
1994-09-01,0.025490548387096773
1994-10-01,0.022220933333333335
1994-11-01,0.0215188064516129
1994-12-01,0.020539966666666666
1995-01-01,0.019909032258064514
1995-02-01,0.020851387096774192
1995-03-01,0.02045360714285714
1995-04-01,0.018535451612903226
1995-05-01,0.020798133333333337
1995-06-01,0.019920806451612903
1995-07-01,0.020493633333333334
1995-08-01,0.025080129032258064
1995-09-01,0.027193870967741937
1995-10-01,0.026145166666666667
1995-11-01,0.029060935483870967
1995-12-01,0.027931833333333333
1996-01-01,0.024756290322580643
1996-02-01,0.026292677419354836
1996-03-01,0.03084168965517241
1996-04-01,0.027879387096774195
1996-05-01,0.0274933
1996-06-01,0.028676290322580643
1996-07-01,0.029923933333333333
1996-08-01,0.029074677419354836
1996-09-01,0.019755225806451615
1996-10-01,0.0147034
1996-11-01,0.02131064516129032
1996-12-01,0.0189234
1997-01-01,0.01860674193548387
1997-02-01,0.022510709677419357
1997-03-01,0.022476464285714287
1997-04-01,0.023334064516129033
1997-05-01,0.025486966666666666
1997-06-01,0.023478870967741934
1997-07-01,0.0245104
1997-08-01,0.024670483870967742
1997-09-01,0.028778645161290323
1997-10-01,0.025283033333333333
1997-11-01,0.024135225806451614
1997-12-01,0.021687733333333334
1998-01-01,0.020151967741935485
1998-02-01,0.02089890322580645
1998-03-01,0.020527857142857143
1998-04-01,0.020981548387096774
1998-05-01,0.021046
1998-06-01,0.024298870967741935
1998-07-01,0.021096533333333334
1998-08-01,0.024885354838709677
1998-09-01,0.02597741935483871
1998-10-01,0.023348266666666666
1998-11-01,0.02045735483870968
1998-12-01,0.021278733333333334
1999-01-01,0.021592451612903227
1999-02-01,0.019936193548387098
1999-03-01,0.02129067857142857
1999-04-01,0.02167148387096774
1999-05-01,0.023030666666666668
1999-06-01,0.022047677419354837
1999-07-01,0.02358503333333333
1999-08-01,0.027722967741935486
1999-09-01,0.024920129032258063
1999-10-01,0.025482366666666666
1999-11-01,0.023947451612903226
1999-12-01,0.022861233333333335
2000-01-01,0.02542767741935484
2000-02-01,0.021116258064516127
2000-03-01,0.021575655172413794
2000-04-01,0.021550032258064514
2000-05-01,0.022632433333333334
2000-06-01,0.02425474193548387
2000-07-01,0.025621400000000003
2000-08-01,0.023865935483870965
2000-09-01,0.027167548387096774
2000-10-01,0.022896566666666666
2000-11-01,0.022648516129032258
2000-12-01,0.0228366
2001-01-01,0.022262612903225808
2001-02-01,0.021729129032258064
2001-03-01,0.018945214285714287
2001-04-01,0.020443
2001-05-01,0.024191666666666667
2001-06-01,0.02602235483870968
2001-07-01,0.026044733333333334
2001-08-01,0.027506870967741934
2001-09-01,0.03195183870967742
2001-10-01,0.025904466666666667
2001-11-01,0.026058548387096772
2001-12-01,0.025637200000000002
2002-01-01,0.02409816129032258
2002-02-01,0.022439612903225808
2002-03-01,0.02114442857142857
2002-04-01,0.021650548387096773
2002-05-01,0.023463666666666667
2002-06-01,0.02499074193548387
2002-07-01,0.0261925
2002-08-01,0.026427870967741934
2002-09-01,0.027717612903225806
2002-10-01,0.024855
