,Extraction 2
1946-08-01,0.0
1946-09-01,0.0
1946-10-01,0.0
1946-11-01,0.0
1946-12-01,0.0
1947-01-01,0.0
1947-02-01,0.0
1947-03-01,0.0
1947-04-01,0.0
1947-05-01,0.0
1947-06-01,0.0
1947-07-01,0.0
1947-08-01,0.0
1947-09-01,0.0
1947-10-01,0.0
1947-11-01,0.0
1947-12-01,0.0
1948-01-01,0.0
1948-02-01,0.0
1948-03-01,0.0
1948-04-01,0.0
1948-05-01,0.0
1948-06-01,0.0
1948-07-01,0.0
1948-08-01,0.0
1948-09-01,0.0
1948-10-01,0.0
1948-11-01,0.0
1948-12-01,0.0
1949-01-01,0.0
1949-02-01,0.0
1949-03-01,0.0
1949-04-01,0.0
1949-05-01,0.0
1949-06-01,0.0
1949-07-01,0.0
1949-08-01,0.0
1949-09-01,0.0
1949-10-01,0.0
1949-11-01,0.0
1949-12-01,0.0
1950-01-01,0.0
1950-02-01,0.0
1950-03-01,0.0
1950-04-01,0.0
1950-05-01,0.0
1950-06-01,0.0
1950-07-01,0.0
1950-08-01,0.0
1950-09-01,0.0
1950-10-01,0.0
1950-11-01,0.0
1950-12-01,0.0
1951-01-01,0.0
1951-02-01,0.0
1951-03-01,0.0
1951-04-01,0.0
1951-05-01,0.0
1951-06-01,0.0
1951-07-01,0.0
1951-08-01,0.0
1951-09-01,0.0
1951-10-01,0.0
1951-11-01,0.0
1951-12-01,0.0
1952-01-01,0.0
1952-02-01,0.0
1952-03-01,0.0
1952-04-01,0.0
1952-05-01,0.0
1952-06-01,0.0
1952-07-01,0.0
1952-08-01,0.0
1952-09-01,0.0
1952-10-01,0.0
1952-11-01,0.0
1952-12-01,0.0
1953-01-01,0.0
1953-02-01,0.0
1953-03-01,0.0
1953-04-01,0.0
1953-05-01,0.0
1953-06-01,0.0
1953-07-01,0.0
1953-08-01,0.0
1953-09-01,0.0
1953-10-01,0.0
1953-11-01,0.0
1953-12-01,0.0
1954-01-01,0.0
1954-02-01,0.0
1954-03-01,0.0
1954-04-01,0.0
1954-05-01,0.0
1954-06-01,0.0
1954-07-01,0.0
1954-08-01,0.0
1954-09-01,0.0
1954-10-01,0.0
1954-11-01,0.0
1954-12-01,0.0
1955-01-01,0.0
1955-02-01,0.0
1955-03-01,0.0
1955-04-01,0.0
1955-05-01,0.0
1955-06-01,0.0
1955-07-01,0.0
1955-08-01,0.0
1955-09-01,0.0
1955-10-01,0.0
1955-11-01,0.0
1955-12-01,0.0
1956-01-01,0.0
1956-02-01,0.0
1956-03-01,0.0
1956-04-01,0.0
1956-05-01,0.0
1956-06-01,0.0
1956-07-01,0.0
1956-08-01,0.0
1956-09-01,0.0
1956-10-01,0.0
1956-11-01,0.0
1956-12-01,0.0
1957-01-01,0.0
1957-02-01,0.0
1957-03-01,0.0
1957-04-01,0.0
1957-05-01,0.0
1957-06-01,0.0
1957-07-01,0.0
1957-08-01,0.0
1957-09-01,0.0
1957-10-01,0.0
1957-11-01,0.0
1957-12-01,0.0
1958-01-01,0.0
1958-02-01,0.0
1958-03-01,0.0
1958-04-01,0.0
1958-05-01,0.0
1958-06-01,0.0
1958-07-01,0.0
1958-08-01,0.0
1958-09-01,0.0
1958-10-01,0.0
1958-11-01,0.0
1958-12-01,0.0
1959-01-01,0.0
1959-02-01,0.0
1959-03-01,0.0
1959-04-01,0.0
1959-05-01,0.0
1959-06-01,0.0
1959-07-01,0.0
1959-08-01,0.0
1959-09-01,0.0
1959-10-01,0.0
1959-11-01,0.0
1959-12-01,0.0
1960-01-01,0.0
1960-02-01,0.0
1960-03-01,0.0
1960-04-01,0.0
1960-05-01,0.0
1960-06-01,0.0
1960-07-01,0.0
1960-08-01,0.0
1960-09-01,0.0
1960-10-01,0.0
1960-11-01,0.0
1960-12-01,0.0
1961-01-01,0.0
1961-02-01,0.0
1961-03-01,0.0
1961-04-01,0.0
1961-05-01,0.0
1961-06-01,0.0
1961-07-01,0.0
1961-08-01,0.0
1961-09-01,0.0
1961-10-01,0.0
1961-11-01,0.0
1961-12-01,0.0
1962-01-01,0.0
1962-02-01,0.0
1962-03-01,0.0
1962-04-01,0.0
1962-05-01,0.0
1962-06-01,0.0
1962-07-01,0.0
1962-08-01,0.0
1962-09-01,0.0
1962-10-01,0.0
1962-11-01,0.0
1962-12-01,0.0
1963-01-01,0.0
1963-02-01,0.0
1963-03-01,0.0
1963-04-01,0.0
1963-05-01,0.0
1963-06-01,0.0
1963-07-01,0.0
1963-08-01,0.0
1963-09-01,0.0
1963-10-01,0.0
1963-11-01,2658.064516129032
1963-12-01,4010.0
1964-01-01,3918.064516129032
1964-02-01,3767.4193548387098
1964-03-01,4445.172413793103
1964-04-01,2520.0
1964-05-01,3465.3333333333335
1964-06-01,4081.7741935483873
1964-07-01,5595.0
1964-08-01,5624.5161290322585
1964-09-01,6201.612903225807
1964-10-01,5571.0
1964-11-01,4144.8387096774195
1964-12-01,3724.0
1965-01-01,4752.580645161291
1965-02-01,2285.483870967742
1965-03-01,4835.714285714285
1965-04-01,0.0
1965-05-01,0.0
1965-06-01,5688.064516129032
1965-07-01,6149.333333333333
1965-08-01,6657.096774193548
1965-09-01,6615.4838709677415
1965-10-01,6636.333333333333
1965-11-01,6682.580645161291
1965-12-01,6184.666666666667
1966-01-01,4745.1612903225805
1966-02-01,3318.3870967741937
1966-03-01,7100.714285714285
1966-04-01,6887.096774193548
1966-05-01,6805.0
1966-06-01,7308.709677419355
1966-07-01,7390.0
1966-08-01,7136.774193548387
1966-09-01,6797.096774193548
1966-10-01,6845.333333333333
1966-11-01,6847.096774193548
1966-12-01,6874.333333333333
1967-01-01,6896.774193548387
1967-02-01,6794.5161290322585
1967-03-01,7385.357142857143
1967-04-01,7066.774193548387
1967-05-01,7450.0
1967-06-01,7330.645161290323
1967-07-01,8417.0
1967-08-01,11945.806451612903
1967-09-01,12071.935483870968
1967-10-01,10665.333333333334
1967-11-01,10402.258064516129
1967-12-01,12607.333333333334
1968-01-01,13020.645161290322
1968-02-01,14183.870967741936
1968-03-01,16536.03448275862
1968-04-01,16747.41935483871
1968-05-01,18764.2
1968-06-01,19677.967741935485
1968-07-01,18927.0
1968-08-01,19051.612903225807
1968-09-01,19321.290322580644
1968-10-01,17544.666666666668
1968-11-01,15133.870967741936
1968-12-01,15120.666666666666
1969-01-01,14813.548387096775
1969-02-01,15632.58064516129
1969-03-01,14943.92857142857
1969-04-01,14260.322580645161
1969-05-01,14660.666666666666
1969-06-01,15114.193548387097
1969-07-01,15837.666666666666
1969-08-01,17277.74193548387
1969-09-01,17580.645161290322
1969-10-01,16418.666666666668
1969-11-01,15933.548387096775
1969-12-01,14929.666666666666
1970-01-01,14279.032258064517
1970-02-01,15922.90322580645
1970-03-01,16533.214285714286
1970-04-01,16598.387096774193
1970-05-01,17654.0
1970-06-01,18119.677419354837
1970-07-01,22571.666666666668
1970-08-01,19323.548387096773
1970-09-01,19591.290322580644
1970-10-01,19361.333333333332
1970-11-01,17705.16129032258
1970-12-01,16570.333333333332
1971-01-01,16245.161290322581
1971-02-01,17466.451612903227
1971-03-01,17145.35714285714
1971-04-01,18078.709677419356
1971-05-01,18651.666666666668
1971-06-01,19884.83870967742
1971-07-01,19831.666666666668
1971-08-01,22452.25806451613
1971-09-01,21575.8064516129
1971-10-01,21438.666666666668
1971-11-01,19896.129032258064
1971-12-01,19315.333333333332
1972-01-01,19391.935483870966
1972-02-01,20694.1935483871
1972-03-01,20258.96551724138
1972-04-01,21158.387096774193
1972-05-01,22431.333333333332
1972-06-01,20890.0
1972-07-01,13866.666666666666
1972-08-01,16029.677419354839
1972-09-01,20483.870967741936
1972-10-01,21361.0
1972-11-01,18901.290322580644
1972-12-01,21566.0
1973-01-01,20374.83870967742
1973-02-01,20553.225806451614
1973-03-01,19481.071428571428
1973-04-01,21956.774193548386
1973-05-01,21576.333333333332
1973-06-01,21043.225806451614
1973-07-01,22520.666666666668
1973-08-01,21393.548387096773
1973-09-01,23142.25806451613
1973-10-01,23288.333333333332
1973-11-01,22747.09677419355
1973-12-01,20238.666666666668
1974-01-01,20117.74193548387
1974-02-01,21540.0
1974-03-01,18986.071428571428
1974-04-01,20213.225806451614
1974-05-01,22213.0
1974-06-01,22704.516129032258
1974-07-01,22255.666666666668
1974-08-01,27329.677419354837
1974-09-01,26601.612903225807
1974-10-01,22332.0
1974-11-01,21931.612903225807
1974-12-01,20334.333333333332
1975-01-01,20373.548387096773
1975-02-01,20637.41935483871
1975-03-01,18232.5
1975-04-01,18728.387096774193
1975-05-01,19352.666666666668
1975-06-01,22729.354838709678
1975-07-01,19547.666666666668
1975-08-01,17084.1935483871
1975-09-01,20837.41935483871
1975-10-01,17316.666666666668
1975-11-01,14163.548387096775
1975-12-01,14376.666666666666
1976-01-01,13823.225806451614
1976-02-01,20035.483870967742
1976-03-01,20917.931034482757
1976-04-01,21527.09677419355
1976-05-01,20371.0
1976-06-01,21014.516129032258
1976-07-01,25836.0
1976-08-01,31459.677419354837
1976-09-01,33495.48387096774
1976-10-01,28237.333333333332
1976-11-01,26589.354838709678
1976-12-01,25614.0
1977-01-01,23825.16129032258
1977-02-01,31243.225806451614
1977-03-01,27182.85714285714
1977-04-01,25309.354838709678
1977-05-01,26095.666666666668
1977-06-01,24799.032258064515
1977-07-01,21495.333333333332
1977-08-01,22700.645161290322
1977-09-01,21830.0
1977-10-01,18579.666666666668
1977-11-01,19288.064516129034
1977-12-01,16356.666666666666
1978-01-01,15121.290322580646
1978-02-01,16714.1935483871
1978-03-01,15710.0
1978-04-01,16404.83870967742
1978-05-01,18359.0
1978-06-01,18076.451612903227
1978-07-01,22591.333333333332
1978-08-01,20505.483870967742
1978-09-01,22802.25806451613
1978-10-01,20597.666666666668
1978-11-01,19988.064516129034
1978-12-01,19002.666666666668
1979-01-01,16400.645161290322
1979-02-01,19433.225806451614
1979-03-01,18223.214285714286
1979-04-01,16033.225806451614
1979-05-01,17349.666666666668
1979-06-01,17662.58064516129
1979-07-01,19038.0
1979-08-01,21929.677419354837
1979-09-01,20796.451612903227
1979-10-01,19153.333333333332
1979-11-01,18455.16129032258
1979-12-01,18393.333333333332
1980-01-01,16643.225806451614
1980-02-01,15363.548387096775
1980-03-01,14984.827586206897
1980-04-01,14428.064516129032
1980-05-01,16156.666666666666
1980-06-01,21273.225806451614
1980-07-01,19300.0
1980-08-01,19416.774193548386
1980-09-01,21240.967741935485
1980-10-01,18862.333333333332
1980-11-01,16449.677419354837
1980-12-01,17176.0
1981-01-01,15084.838709677419
1981-02-01,14317.741935483871
1981-03-01,16892.85714285714
1981-04-01,19230.967741935485
1981-05-01,17623.666666666668
1981-06-01,22247.41935483871
1981-07-01,25696.0
1981-08-01,23024.1935483871
1981-09-01,28170.645161290322
1981-10-01,25924.666666666668
1981-11-01,23257.41935483871
1981-12-01,22839.333333333332
1982-01-01,22554.83870967742
1982-02-01,23490.645161290322
1982-03-01,21568.928571428572
1982-04-01,21960.967741935485
1982-05-01,25094.333333333332
1982-06-01,26965.16129032258
1982-07-01,28284.333333333332
1982-08-01,29690.322580645163
1982-09-01,31334.516129032258
1982-10-01,30465.666666666668
1982-11-01,25883.870967741936
1982-12-01,24652.333333333332
1983-01-01,20894.83870967742
1983-02-01,21380.645161290322
1983-03-01,21836.071428571428
1983-04-01,22386.451612903227
1983-05-01,24899.0
1983-06-01,23940.645161290322
1983-07-01,27088.333333333332
1983-08-01,30088.064516129034
1983-09-01,30917.74193548387
1983-10-01,27570.666666666668
1983-11-01,26408.387096774193
1983-12-01,27989.333333333332
1984-01-01,26249.677419354837
1984-02-01,17083.548387096773
1984-03-01,18948.96551724138
1984-04-01,24880.322580645163
1984-05-01,25035.666666666668
1984-06-01,24531.290322580644
1984-07-01,25666.0
1984-08-01,27240.322580645163
1984-09-01,28631.935483870966
1984-10-01,24891.0
1984-11-01,25322.25806451613
1984-12-01,24525.666666666668
1985-01-01,21986.129032258064
1985-02-01,26700.645161290322
1985-03-01,24029.285714285714
1985-04-01,24136.129032258064
1985-05-01,23785.666666666668
1985-06-01,23406.129032258064
1985-07-01,24702.0
1985-08-01,26870.645161290322
1985-09-01,24691.935483870966
1985-10-01,24417.0
1985-11-01,24647.41935483871
1985-12-01,24600.0
1986-01-01,24360.322580645163
1986-02-01,21183.225806451614
1986-03-01,22686.785714285714
1986-04-01,25633.225806451614
1986-05-01,28370.666666666668
1986-06-01,30722.25806451613
1986-07-01,33013.333333333336
1986-08-01,31413.870967741936
1986-09-01,34942.903225806454
1986-10-01,35015.666666666664
1986-11-01,33331.290322580644
1986-12-01,26625.666666666668
1987-01-01,26785.16129032258
1987-02-01,33455.16129032258
1987-03-01,30399.285714285714
1987-04-01,26308.387096774193
1987-05-01,31581.666666666668
1987-06-01,29310.645161290322
1987-07-01,26660.666666666668
1987-08-01,26099.677419354837
1987-09-01,25577.41935483871
1987-10-01,23243.666666666668
1987-11-01,23761.290322580644
1987-12-01,21505.666666666668
1988-01-01,19020.645161290322
1988-02-01,18124.83870967742
1988-03-01,17747.58620689655
1988-04-01,20383.225806451614
1988-05-01,23174.666666666668
1988-06-01,21865.483870967742
1988-07-01,27445.0
1988-08-01,32432.58064516129
1988-09-01,37013.22580645161
1988-10-01,29408.666666666668
1988-11-01,27284.516129032258
1988-12-01,25680.333333333332
1989-01-01,23979.677419354837
1989-02-01,24106.774193548386
1989-03-01,25516.785714285714
1989-04-01,22875.8064516129
1989-05-01,23601.333333333332
1989-06-01,31006.774193548386
1989-07-01,27622.333333333332
1989-08-01,29015.483870967742
1989-09-01,25610.0
1989-10-01,23406.666666666668
1989-11-01,24625.483870967742
1989-12-01,22629.666666666668
1990-01-01,26451.612903225807
1990-02-01,28020.645161290322
1990-03-01,25908.214285714286
1990-04-01,25319.354838709678
1990-05-01,27447.333333333332
1990-06-01,26908.41935483871
1990-07-01,29936.2
1990-08-01,36722.58064516129
1990-09-01,37459.77419354839
1990-10-01,27887.033333333333
1990-11-01,27265.0
1990-12-01,26670.9
1991-01-01,27721.74193548387
1991-02-01,28864.129032258064
1991-03-01,32580.785714285714
1991-04-01,27195.387096774193
1991-05-01,24292.333333333332
1991-06-01,24915.483870967742
1991-07-01,22418.833333333332
1991-08-01,25325.870967741936
1991-09-01,29888.645161290322
1991-10-01,29525.3
1991-11-01,28806.387096774193
1991-12-01,26215.966666666667
1992-01-01,24295.064516129034
1992-02-01,23970.451612903227
1992-03-01,25352.310344827587
1992-04-01,24733.548387096773
1992-05-01,27407.3
1992-06-01,27208.677419354837
1992-07-01,30681.366666666665
1992-08-01,31333.967741935485
1992-09-01,26347.612903225807
1992-10-01,25791.633333333335
1992-11-01,25966.74193548387
1992-12-01,25895.766666666666
1993-01-01,24721.90322580645
1993-02-01,24696.387096774193
1993-03-01,24425.071428571428
1993-04-01,24018.935483870966
1993-05-01,24510.366666666665
1993-06-01,25544.709677419356
1993-07-01,28184.766666666666
1993-08-01,22608.09677419355
1993-09-01,18519.290322580644
1993-10-01,17580.2
1993-11-01,21107.225806451614
1993-12-01,16261.566666666668
1994-01-01,16102.516129032258
1994-02-01,16740.58064516129
1994-03-01,17134.285714285714
1994-04-01,17354.0
1994-05-01,19739.166666666668
1994-06-01,21385.225806451614
1994-07-01,23739.5
1994-08-01,28841.83870967742
1994-09-01,25490.548387096773
1994-10-01,22220.933333333334
1994-11-01,21518.8064516129
1994-12-01,20539.966666666667
1995-01-01,19909.032258064515
1995-02-01,20851.387096774193
1995-03-01,20453.60714285714
1995-04-01,18535.451612903227
1995-05-01,20798.133333333335
1995-06-01,19920.8064516129
1995-07-01,20493.633333333335
1995-08-01,25080.129032258064
1995-09-01,27193.870967741936
1995-10-01,26145.166666666668
1995-11-01,29060.935483870966
1995-12-01,27931.833333333332
1996-01-01,24756.290322580644
1996-02-01,26292.677419354837
1996-03-01,30841.689655172413
1996-04-01,27879.387096774193
1996-05-01,27493.3
1996-06-01,28676.290322580644
1996-07-01,29923.933333333334
1996-08-01,29074.677419354837
1996-09-01,19755.225806451614
1996-10-01,14703.4
1996-11-01,21310.645161290322
1996-12-01,18923.4
1997-01-01,18606.74193548387
1997-02-01,22510.709677419356
1997-03-01,22476.464285714286
1997-04-01,23334.064516129034
1997-05-01,25486.966666666667
1997-06-01,23478.870967741936
1997-07-01,24510.4
1997-08-01,24670.483870967742
1997-09-01,28778.645161290322
1997-10-01,25283.033333333333
1997-11-01,24135.225806451614
1997-12-01,21687.733333333334
1998-01-01,20151.967741935485
1998-02-01,20898.90322580645
1998-03-01,20527.85714285714
1998-04-01,20981.548387096773
1998-05-01,21046.0
1998-06-01,24298.870967741936
1998-07-01,21096.533333333333
1998-08-01,24885.354838709678
1998-09-01,25977.41935483871
1998-10-01,23348.266666666666
1998-11-01,20457.354838709678
1998-12-01,21278.733333333334
1999-01-01,21592.451612903227
1999-02-01,19936.1935483871
1999-03-01,21290.678571428572
1999-04-01,21671.483870967742
1999-05-01,23030.666666666668
1999-06-01,22047.677419354837
1999-07-01,23585.033333333333
1999-08-01,27722.967741935485
1999-09-01,24920.129032258064
1999-10-01,25482.366666666665
1999-11-01,23947.451612903227
1999-12-01,22861.233333333334
2000-01-01,25427.677419354837
2000-02-01,21116.25806451613
2000-03-01,21575.655172413793
2000-04-01,21550.032258064515
2000-05-01,22632.433333333334
2000-06-01,24254.74193548387
2000-07-01,25621.4
2000-08-01,23865.935483870966
2000-09-01,27167.548387096773
2000-10-01,22896.566666666666
2000-11-01,22648.516129032258
2000-12-01,22836.6
2001-01-01,22262.612903225807
2001-02-01,21729.129032258064
2001-03-01,18945.214285714286
2001-04-01,20443.0
2001-05-01,24191.666666666668
2001-06-01,26022.354838709678
2001-07-01,26044.733333333334
2001-08-01,27506.870967741936
2001-09-01,31951.83870967742
2001-10-01,25904.466666666667
2001-11-01,26058.548387096773
2001-12-01,25637.2
2002-01-01,24098.16129032258
2002-02-01,22439.612903225807
2002-03-01,21144.428571428572
2002-04-01,21650.548387096773
2002-05-01,23463.666666666668
2002-06-01,24990.74193548387
2002-07-01,26192.5
2002-08-01,26427.870967741936
2002-09-01,27717.612903225807
2002-10-01,24855.0
2002-11-01,25932.935483870966
2002-12-01,24808.533333333333
2003-01-01,23762.354838709678
2003-02-01,21958.83870967742
2003-03-01,24970.64285714286
2003-04-01,25735.870967741936
2003-05-01,25931.133333333335
2003-06-01,25656.516129032258
2003-07-01,29884.266666666666
2003-08-01,30409.8064516129
2003-09-01,32638.709677419356
2003-10-01,31457.8
2003-11-01,30246.25806451613
2003-12-01,24424.533333333333
2004-01-01,22473.74193548387
2004-02-01,22318.516129032258
2004-03-01,23678.827586206895
2004-04-01,24492.645161290322
2004-05-01,25426.466666666667
2004-06-01,26325.225806451614
2004-07-01,30872.2
2004-08-01,27992.322580645163
2004-09-01,28127.09677419355
2004-10-01,25945.733333333334
2004-11-01,24180.25806451613
2004-12-01,23320.0
2005-01-01,20525.677419354837
2005-02-01,22678.451612903227
